year,realrinc,age,occ10,occrecode,prestg10,childs,wrkstat,gender,educcat,maritalcat
2010,34965,35,7000,"Installation, Maintenance, and Repair",43,3,Full-Time,Male,Bachelor,Married
2010,11007.5,60,4010,Service,38,3,Part-Time,Female,Junior College,Married
2010,1036,60,4430,Service,18,4,Part-Time,Male,High School,Widowed
2010,5827.5,58,5510,Office and Administrative Support,29,1,"Unemployed, Laid Off",Female,High School,Married
2010,51800,41,2200,Professional,74,1,Full-Time,Female,Graduate,Married
2010,,49,10,Business/Finance,72,2,Full-Time,Female,Graduate,Married
2010,34965,56,3255,Professional,64,0,Full-Time,Female,Junior College,Widowed
2010,28490,41,2200,Professional,74,0,Full-Time,Male,Graduate,Married
2010,9712.5,55,4600,Service,35,2,Full-Time,Female,Bachelor,Divorced
2010,34965,44,8140,Production,38,2,Full-Time,Male,Less Than High School,Married
2010,23310,61,1460,Professional,70,4,"Unemployed, Laid Off",Male,Bachelor,Married
2010,34965,36,205,Business/Finance,46,5,Other,Male,Less Than High School,Married
2010,12302.5,42,5940,Office and Administrative Support,17,1,"Unemployed, Laid Off",Female,High School,Never Married
2010,,56,4110,Service,31,3,Housekeeper,Female,Less Than High School,Married
2010,7122.5,46,3600,Service,48,3,Housekeeper,Female,Less Than High School,Never Married
2010,16835,47,2040,Professional,66,2,Full-Time,Male,Graduate,Married
2010,12302.5,57,410,Business/Finance,41,4,Full-Time,Female,High School,Divorced
2010,,53,4220,Service,24,2,Full-Time,Male,High School,Divorced
2010,14245,44,4700,Sales,38,0,"Unemployed, Laid Off",Male,High School,Married
2010,,59,4110,Service,31,1,Retired,Female,High School,Widowed
2010,34965,49,4830,Sales,38,0,Full-Time,Female,High School,Never Married
2010,,63,7410,"Installation, Maintenance, and Repair",46,1,Retired,Male,High School,Divorced
2010,72520,44,7410,"Installation, Maintenance, and Repair",46,1,Full-Time,Male,Junior College,Married
2010,19425,52,7750,Production,35,3,Full-Time,Male,High School,Divorced
2010,,36,3930,Service,34,3,Housekeeper,Female,High School,Divorced
2010,,61,9130,Transportation,35,0,Retired,Male,High School,Never Married
2010,16835,52,6260,Construction/Extraction,28,1,"Unemployed, Laid Off",Male,High School,Never Married
2010,5827.5,61,9140,Transportation,26,4,Full-Time,Male,High School,Married
2010,3367,38,8140,Production,38,4,Full-Time,Male,Less Than High School,Married
2010,,40,4750,Sales,30,3,Full-Time,Male,Less Than High School,Married
2010,12302.5,46,9130,Transportation,35,3,Full-Time,Male,High School,Married
2010,5827.5,49,5240,Office and Administrative Support,31,4,"Unemployed, Laid Off",Female,High School,Divorced
2010,16835,60,2430,Professional,55,3,Full-Time,Female,Bachelor,Divorced
2010,42735,59,1010,Professional,63,1,Full-Time,Female,Bachelor,Never Married
2010,12302.5,42,8830,Production,35,2,Full-Time,Female,High School,Divorced
2010,23310,37,9000,Transportation,45,0,"Unemployed, Laid Off",Female,High School,Never Married
2010,42735,64,3050,Professional,66,3,Full-Time,Male,Graduate,Married
2010,28490,52,2310,Professional,61,2,Full-Time,Female,Graduate,Married
2010,,56,5100,Office and Administrative Support,24,2,School,Male,High School,Divorced
2010,,48,3600,Service,48,0,Other,Female,High School,Widowed
2010,28490,43,7700,Production,50,2,Full-Time,Male,High School,Married
2010,28490,52,6840,Construction/Extraction,40,4,Full-Time,Male,High School,Divorced
2010,34965,49,4220,Service,24,2,Full-Time,Male,High School,Married
2010,23310,60,7330,"Installation, Maintenance, and Repair",38,2,Full-Time,Male,Less Than High School,Divorced
2010,,46,4720,Sales,28,0,Housekeeper,Female,High School,Married
2010,12302.5,62,5160,Office and Administrative Support,39,2,Full-Time,Female,High School,Divorced
2010,1813,62,4620,Service,35,2,"Unemployed, Laid Off",Female,High School,Married
2010,23310,62,4850,Sales,45,2,Full-Time,Male,Bachelor,Married
2010,34965,61,2200,Professional,74,2,Part-Time,Male,Graduate,Married
2010,28490,44,7360,"Installation, Maintenance, and Repair",33,3,Full-Time,Male,High School,Divorced
2010,,37,9620,Transportation,25,2,"Unemployed, Laid Off",Male,Less Than High School,Divorced
2010,1036,50,5100,Office and Administrative Support,24,3,"Unemployed, Laid Off",Male,High School,Divorced
2010,34965,57,2310,Professional,61,2,Full-Time,Female,Graduate,Divorced
2010,,59,3600,Service,48,2,Housekeeper,Female,High School,Married
2010,16835,53,540,Business/Finance,46,2,Full-Time,Female,High School,Married
2010,,40,8965,Production,35,1,Housekeeper,Female,Less Than High School,Never Married
2010,,60,3649,Service,53,2,Retired,Female,High School,Divorced
2010,34965,59,2310,Professional,61,0,Part-Time,Female,Bachelor,Divorced
2010,,44,5260,Office and Administrative Support,36,0,Other,Female,Bachelor,Divorced
2010,19425,54,5860,Office and Administrative Support,32,1,Full-Time,Female,High School,Divorced
2010,28490,36,7700,Production,50,0,Full-Time,Male,High School,Married
2010,,63,350,Business/Finance,64,2,Full-Time,Female,Graduate,Married
2010,,40,1720,Professional,72,3,Housekeeper,Female,Graduate,Married
2010,,35,1460,Professional,70,1,Full-Time,Male,Bachelor,Married
2010,34965,56,5940,Office and Administrative Support,17,2,Full-Time,Female,Bachelor,Married
2010,,47,3420,Professional,55,2,Other,Female,Junior College,Widowed
2010,259,37,4220,Service,24,2,Full-Time,Female,High School,Married
2010,28490,61,2330,Professional,61,3,Full-Time,Female,Graduate,Divorced
2010,34965,53,9600,Transportation,35,1,Full-Time,Female,High School,Divorced
2010,3885,36,4850,Sales,45,0,Full-Time,Female,High School,Married
2010,,58,3640,Service,48,3,Retired,Female,High School,Married
2010,42735,63,230,Business/Finance,59,0,Full-Time,Female,Graduate,Never Married
2010,62160,53,10,Business/Finance,72,2,Full-Time,Female,Bachelor,Divorced
2010,11007.5,63,2100,Professional,69,1,Retired,Male,Graduate,Married
2010,51800,59,1650,Professional,63,1,"Unemployed, Laid Off",Male,Graduate,Married
2010,,64,2320,Professional,64,2,Retired,Female,Graduate,Married
2010,7122.5,58,5240,Office and Administrative Support,31,0,Part-Time,Female,High School,Never Married
2010,14245,56,3255,Professional,64,2,Part-Time,Female,Junior College,Married
2010,,56,,,,1,Other,Female,Less Than High School,Divorced
2010,,39,9620,Transportation,25,2,Full-Time,Male,Less Than High School,Married
2010,34965,43,5700,Office and Administrative Support,47,3,Full-Time,Female,High School,Married
2010,16835,62,1910,Professional,47,0,Full-Time,Female,Junior College,Married
2010,,61,4700,Sales,38,2,Retired,Female,High School,Divorced
2010,5827.5,45,3600,Service,48,1,Part-Time,Female,High School,Never Married
2010,19425,58,4230,Service,25,0,Full-Time,Female,Bachelor,Never Married
2010,109525.15854,45,3010,Professional,72,4,Full-Time,Male,Graduate,Married
2010,34965,49,7750,Production,35,0,Full-Time,Male,Graduate,Married
2010,,51,9130,Transportation,35,2,Full-Time,Male,High School,Married
2010,34965,57,1020,Professional,60,3,Full-Time,Male,Graduate,Married
2010,28490,44,4850,Sales,45,1,Full-Time,Male,High School,Married
2010,,39,5620,Office and Administrative Support,25,2,Housekeeper,Female,High School,Married
2010,28490,39,4760,Sales,31,3,Full-Time,Male,Bachelor,Married
2010,34965,59,3540,Professional,53,2,Retired,Male,High School,Married
2010,4662,36,4700,Sales,38,4,Housekeeper,Female,Junior College,Never Married
2010,11007.5,59,2330,Professional,61,3,Full-Time,Female,High School,Married
2010,12302.5,44,4700,Sales,38,0,Full-Time,Male,High School,Never Married
2010,11007.5,62,5860,Office and Administrative Support,32,2,Housekeeper,Female,High School,Married
2010,72520,38,430,Business/Finance,39,0,Full-Time,Male,Graduate,Married
2010,12302.5,46,9620,Transportation,25,2,Full-Time,Male,High School,Divorced
2010,,63,2310,Professional,61,0,Temporarily Not Working,Female,Graduate,Never Married
2010,,63,9130,Transportation,35,2,Retired,Male,High School,Married
2010,,49,2025,Professional,56,2,School,Female,Junior College,Married
2010,3367,51,4600,Service,35,2,Temporarily Not Working,Female,High School,Married
2010,19425,41,800,Business/Finance,60,0,Full-Time,Female,Graduate,Never Married
2010,4662,58,2200,Professional,74,5,Part-Time,Male,Graduate,Married
2010,9712.5,57,4750,Sales,30,2,Full-Time,Female,High School,Widowed
2010,109525.15854,52,850,Business/Finance,63,0,Full-Time,Male,Bachelor,Married
2010,,60,5240,Office and Administrative Support,31,3,Full-Time,Female,High School,Married
2010,34965,40,4965,Sales,31,4,Full-Time,Female,Junior College,Married
2010,34965,64,2200,Professional,74,1,Full-Time,Female,Graduate,Divorced
2010,34965,49,7200,"Installation, Maintenance, and Repair",45,0,Full-Time,Male,High School,Divorced
2010,23310,52,410,Business/Finance,41,4,Full-Time,Female,High School,Divorced
2010,42735,43,3930,Service,34,3,Full-Time,Male,Bachelor,Married
2010,34965,50,2840,Professional,55,2,Full-Time,Male,Bachelor,Married
2010,42735,41,1020,Professional,60,3,Full-Time,Male,Bachelor,Married
2010,,46,5400,Office and Administrative Support,38,8,Housekeeper,Female,High School,Married
2010,34965,46,1900,Professional,45,3,Full-Time,Female,Bachelor,Divorced
2010,34965,53,2550,Professional,50,0,Full-Time,Male,Graduate,Never Married
2010,,63,2200,Professional,74,0,Other,Male,Graduate,Never Married
2010,62160,44,2100,Professional,69,1,Full-Time,Female,Graduate,Divorced
2010,5827.5,62,4760,Sales,31,2,Part-Time,Male,Bachelor,Widowed
2010,2849,39,2540,Professional,48,1,Part-Time,Female,High School,Married
2010,,59,2100,Professional,69,2,Retired,Male,Graduate,Married
2010,7122.5,46,2540,Professional,48,2,Part-Time,Female,High School,Married
2010,34965,35,20,Business/Finance,50,3,Full-Time,Female,Bachelor,Separated
2010,42735,53,20,Business/Finance,50,3,Full-Time,Male,Bachelor,Married
2010,9712.5,55,4050,Service,21,4,Full-Time,Female,Less Than High School,Divorced
2010,16835,52,8810,Production,32,0,Full-Time,Male,High School,Never Married
2010,16835,43,9620,Transportation,25,2,Full-Time,Male,Junior College,Married
2010,,46,4250,Service,37,0,Other,Male,Less Than High School,Divorced
2010,12302.5,47,7315,"Installation, Maintenance, and Repair",45,0,Temporarily Not Working,Male,High School,Married
2010,19425,60,4220,Service,24,3,Full-Time,Male,High School,Divorced
2010,,54,4230,Service,25,0,Housekeeper,Female,High School,Married
2010,16835,56,7150,"Installation, Maintenance, and Repair",40,2,Retired,Male,Junior College,Divorced
2010,,43,6130,"Farming, Fishing, and Forestry",29,2,Full-Time,Male,High School,Divorced
2010,,37,7200,"Installation, Maintenance, and Repair",45,1,Other,Male,High School,Never Married
2010,,49,8130,Production,38,3,Full-Time,Male,High School,Married
2010,19425,51,5360,Office and Administrative Support,36,2,Full-Time,Female,High School,Widowed
2010,,58,10,Business/Finance,72,3,Retired,Female,High School,Married
2010,34965,41,9130,Transportation,35,3,Full-Time,Male,High School,Divorced
2010,19425,45,120,Business/Finance,53,2,Full-Time,Female,High School,Married
2010,9712.5,48,230,Business/Finance,59,3,Full-Time,Female,High School,Married
2010,14245,38,350,Business/Finance,64,1,Full-Time,Female,High School,Divorced
2010,28490,46,2300,Professional,53,0,Full-Time,Female,Graduate,Divorced
2010,,50,7750,Production,35,2,Retired,Male,High School,Married
2010,12302.5,62,5940,Office and Administrative Support,17,0,Part-Time,Female,Bachelor,Divorced
2010,42735,41,4500,Service,36,0,Full-Time,Male,High School,Married
2010,5827.5,62,4230,Service,25,8,Full-Time,Female,Less Than High School,Widowed
2010,23310,35,4850,Sales,45,0,Full-Time,Male,Bachelor,Never Married
2010,11007.5,50,4220,Service,24,2,Full-Time,Female,High School,Divorced
2010,9712.5,50,4230,Service,25,3,Full-Time,Female,High School,Divorced
2010,16835,36,7130,"Installation, Maintenance, and Repair",41,0,Full-Time,Female,High School,Divorced
2010,,48,9640,Transportation,22,2,Other,Female,High School,Never Married
2010,7122.5,39,4110,Service,31,3,Housekeeper,Female,High School,Never Married
2010,,62,,,,0,Other,Male,Less Than High School,Never Married
2010,16835,36,4200,Service,37,3,Full-Time,Female,High School,Never Married
2010,,59,4810,Sales,47,3,Full-Time,Female,Junior College,Widowed
2010,19425,59,5700,Office and Administrative Support,47,2,Full-Time,Female,High School,Married
2010,19425,46,9000,Transportation,45,1,"Unemployed, Laid Off",Male,High School,Divorced
2010,12302.5,63,3300,Professional,61,2,Full-Time,Female,Junior College,Divorced
2010,51800,42,3740,Service,59,2,Full-Time,Male,High School,Divorced
2010,19425,41,5940,Office and Administrative Support,17,2,Full-Time,Female,Graduate,Married
2010,,40,5160,Office and Administrative Support,39,5,"Unemployed, Laid Off",Female,Junior College,Married
2010,11007.5,54,2310,Professional,61,3,Full-Time,Female,Junior College,Married
2010,34965,36,1050,Professional,48,2,Full-Time,Male,Graduate,Divorced
2010,42735,50,220,Business/Finance,53,5,Full-Time,Male,Bachelor,Married
2010,28490,53,2910,Professional,48,3,"Unemployed, Laid Off",Female,Junior College,Married
2010,,57,1020,Professional,60,0,Retired,Female,Graduate,Divorced
2010,19425,45,2300,Professional,53,3,Full-Time,Female,Bachelor,Married
2010,28490,40,9810,Armed Forces,63,0,Full-Time,Male,Bachelor,Never Married
2010,62160,58,350,Business/Finance,64,2,Full-Time,Female,Graduate,Married
2010,109525.15854,58,5000,Office and Administrative Support,46,2,Full-Time,Female,Graduate,Married
2010,5827.5,51,4760,Sales,31,4,Part-Time,Male,High School,Married
2010,19425,57,4760,Sales,31,2,Full-Time,Male,High School,Married
2010,3367,53,4050,Service,21,0,Full-Time,Female,Bachelor,Divorced
2010,16835,57,4700,Sales,38,2,Full-Time,Male,Bachelor,Married
2010,4662,48,3245,Professional,62,1,Temporarily Not Working,Female,Junior College,Never Married
2010,42735,61,220,Business/Finance,53,3,"Unemployed, Laid Off",Male,High School,Married
2010,62160,49,50,Business/Finance,53,0,Full-Time,Female,Bachelor,Married
2010,16835,58,3320,Professional,59,2,Full-Time,Female,High School,Divorced
2010,,63,,,,7,Housekeeper,Female,Less Than High School,Widowed
2010,,46,4900,Sales,41,0,Retired,Male,Junior College,Never Married
2010,259,37,4230,Service,25,3,Part-Time,Female,High School,Never Married
2010,,63,2630,Professional,46,2,Retired,Male,High School,Separated
2010,,37,4050,Service,21,4,Housekeeper,Female,High School,Never Married
2010,,51,4020,Service,33,3,Other,Female,Less Than High School,Never Married
2010,11007.5,54,4760,Sales,31,1,Full-Time,Female,High School,Married
2010,,64,9120,Transportation,35,8,Other,Female,Less Than High School,Widowed
2010,3885,47,3600,Service,48,8,"Unemployed, Laid Off",Female,Less Than High School,Never Married
2010,9712.5,40,4850,Sales,45,0,Housekeeper,Female,Bachelor,Never Married
2010,23310,44,2810,Professional,54,0,Full-Time,Female,Bachelor,Married
2010,,54,4610,Service,48,0,Part-Time,Female,High School,Married
2010,28490,47,4000,Service,50,1,Full-Time,Male,Junior College,Married
2010,,48,8965,Production,35,2,"Unemployed, Laid Off",Male,Less Than High School,Divorced
2010,,59,6420,Construction/Extraction,35,2,Full-Time,Male,Less Than High School,Married
2010,8417.5,42,6230,Construction/Extraction,44,0,"Unemployed, Laid Off",Male,High School,Never Married
2010,,62,6355,Construction/Extraction,49,7,"Unemployed, Laid Off",Male,High School,Divorced
2010,3367,58,6355,Construction/Extraction,49,2,Retired,Male,High School,Divorced
2010,14245,46,4760,Sales,31,3,Full-Time,Male,High School,Divorced
2010,,46,6515,Construction/Extraction,36,6,Full-Time,Male,Less Than High School,Never Married
2010,,37,4130,Service,16,2,Full-Time,Female,Less Than High School,Never Married
2010,16835,52,2440,Professional,36,0,Full-Time,Female,Bachelor,Never Married
2010,42735,48,1060,Professional,57,0,Full-Time,Male,Bachelor,Married
2010,,39,20,Business/Finance,50,2,Temporarily Not Working,Male,Bachelor,Married
2010,34965,36,2830,Professional,51,1,Full-Time,Male,Bachelor,Married
2010,62160,42,430,Business/Finance,39,3,Full-Time,Male,Graduate,Married
2010,34965,39,1610,Professional,73,0,Full-Time,Female,Graduate,Married
2010,34965,62,2025,Professional,56,1,Full-Time,Male,Graduate,Married
2010,,42,840,Business/Finance,58,0,School,Male,High School,Married
2010,14245,38,5240,Office and Administrative Support,31,2,Full-Time,Female,Junior College,Divorced
2010,23310,47,2630,Professional,46,0,Full-Time,Female,Bachelor,Never Married
2010,,51,310,Business/Finance,39,1,Housekeeper,Female,Less Than High School,Separated
2010,23310,35,2310,Professional,61,2,Full-Time,Male,Bachelor,Married
2010,8417.5,48,3600,Service,48,2,Full-Time,Female,High School,Divorced
2010,,55,4230,Service,25,3,Full-Time,Female,High School,Married
2010,51800,44,4710,Sales,48,0,Full-Time,Female,Bachelor,Married
2010,16835,44,2310,Professional,61,3,Full-Time,Female,Bachelor,Never Married
2010,,51,9810,Armed Forces,63,3,Retired,Male,High School,Divorced
2010,42735,47,2200,Professional,74,1,Full-Time,Female,Graduate,Married
2010,1813,58,5240,Office and Administrative Support,31,0,Full-Time,Female,Bachelor,Married
2010,28490,42,9800,Armed Forces,73,3,Full-Time,Male,High School,Married
2010,42735,39,2000,Professional,51,4,Full-Time,Male,Graduate,Never Married
2010,34965,43,9810,Armed Forces,63,4,Full-Time,Male,High School,Married
2010,,50,4610,Service,48,4,Housekeeper,Female,High School,Never Married
2010,,49,8255,Production,36,2,Housekeeper,Female,Bachelor,Married
2010,,45,3050,Professional,66,2,Housekeeper,Male,Bachelor,Married
2010,62160,50,50,Business/Finance,53,2,Full-Time,Male,Bachelor,Divorced
2010,109525.15854,54,220,Business/Finance,53,1,Full-Time,Male,High School,Divorced
2010,42735,40,350,Business/Finance,64,2,Full-Time,Female,Bachelor,Married
2010,42735,44,8150,Production,41,2,Full-Time,Male,High School,Married
2010,42735,40,310,Business/Finance,39,0,Full-Time,Male,Bachelor,Never Married
2010,28490,44,3255,Professional,64,0,Full-Time,Female,Bachelor,Never Married
2010,,53,6200,Construction/Extraction,49,0,Other,Male,High School,Never Married
2010,23310,58,430,Business/Finance,39,1,Full-Time,Male,Bachelor,Divorced
2010,,52,410,Business/Finance,41,2,Full-Time,Male,Bachelor,Divorced
2010,,56,8350,Production,42,2,"Unemployed, Laid Off",Male,High School,Married
2010,72520,43,4760,Sales,31,0,Full-Time,Male,Bachelor,Never Married
2010,28490,37,1650,Professional,63,2,Full-Time,Female,Graduate,Married
2010,23310,41,5000,Office and Administrative Support,46,2,Full-Time,Female,Junior College,Divorced
2010,,42,5620,Office and Administrative Support,25,0,Other,Male,Graduate,Never Married
2010,19425,35,20,Business/Finance,50,0,"Unemployed, Laid Off",Male,Bachelor,Never Married
2010,14245,38,2160,Professional,44,0,Part-Time,Female,Junior College,Married
2010,34965,53,3255,Professional,64,2,Full-Time,Male,Bachelor,Married
2010,51800,51,1420,Professional,61,3,Full-Time,Male,Graduate,Married
2010,23310,37,20,Business/Finance,50,0,Full-Time,Female,Bachelor,Never Married
2010,,36,,,,0,School,Male,Bachelor,Never Married
2010,,49,2540,Professional,48,0,"Unemployed, Laid Off",Female,High School,Widowed
2010,,49,,,,4,Housekeeper,Female,High School,Never Married
2010,19425,57,4510,Service,36,3,Full-Time,Female,High School,Married
2010,,37,6230,Construction/Extraction,44,1,"Unemployed, Laid Off",Male,High School,Married
2010,19425,56,10,Business/Finance,72,3,Full-Time,Female,High School,Married
2010,14245,64,4900,Sales,41,2,Full-Time,Male,Graduate,Divorced
2010,,56,5120,Office and Administrative Support,45,2,Housekeeper,Female,High School,Married
2010,,47,2310,Professional,61,3,Housekeeper,Female,High School,Widowed
2010,9712.5,53,4760,Sales,31,5,Full-Time,Male,High School,Married
2010,14245,45,2010,Professional,54,0,"Unemployed, Laid Off",Female,Bachelor,Married
2010,,40,2060,Professional,31,2,Part-Time,Female,High School,Married
2010,,35,3110,Professional,63,3,Housekeeper,Female,Junior College,Married
2010,259,46,4760,Sales,31,5,Part-Time,Female,Less Than High School,Never Married
2010,,54,5700,Office and Administrative Support,47,2,Housekeeper,Female,High School,Married
2010,,51,3600,Service,48,5,Part-Time,Female,Less Than High School,Widowed
2010,19425,39,3600,Service,48,1,Full-Time,Female,Bachelor,Divorced
2010,8417.5,36,4600,Service,35,3,Full-Time,Female,Less Than High School,Widowed
2010,,47,,,,0,Other,Female,Junior College,Never Married
2010,,49,,,,4,Housekeeper,Female,Less Than High School,Married
2010,8417.5,49,4700,Sales,38,2,Full-Time,Male,High School,Married
2010,,55,,,,3,Housekeeper,Female,Less Than High School,Married
2010,1813,43,5120,Office and Administrative Support,45,3,Housekeeper,Female,High School,Married
2010,14245,59,5240,Office and Administrative Support,31,4,Full-Time,Male,High School,Married
2010,16835,44,4250,Service,37,3,Full-Time,Male,Junior College,Divorced
2010,1036,42,4600,Service,35,4,Full-Time,Female,Less Than High School,Separated
2010,14245,43,2010,Professional,54,1,Full-Time,Female,High School,Never Married
2010,2331,49,4760,Sales,31,4,Housekeeper,Female,High School,Divorced
2010,23310,38,2310,Professional,61,3,Full-Time,Female,Bachelor,Divorced
2010,3367,57,4220,Service,24,0,Full-Time,Male,High School,Separated
2010,,63,4230,Service,25,1,Other,Female,Less Than High School,Divorced
2010,2331,53,6355,Construction/Extraction,49,8,"Unemployed, Laid Off",Male,Less Than High School,Separated
2010,7122.5,38,6600,Construction/Extraction,27,3,"Unemployed, Laid Off",Female,Less Than High School,Divorced
2010,2849,41,3600,Service,48,3,Part-Time,Female,High School,Married
2010,,51,7720,Production,27,2,"Unemployed, Laid Off",Female,Less Than High School,Married
2010,,60,8320,Production,32,3,Housekeeper,Female,Less Than High School,Married
2010,8417.5,35,4720,Sales,28,3,Full-Time,Female,High School,Never Married
2010,23310,38,2430,Professional,55,2,Full-Time,Male,Bachelor,Married
2010,3367,49,9120,Transportation,35,5,Full-Time,Female,Less Than High School,Married
2010,7122.5,57,4760,Sales,31,5,"Unemployed, Laid Off",Male,Less Than High School,Married
2010,19425,44,5940,Office and Administrative Support,17,3,"Unemployed, Laid Off",Male,Bachelor,Married
2010,34965,50,9830,Armed Forces,62,2,Full-Time,Male,High School,Separated
2010,62160,51,9800,Armed Forces,73,2,Temporarily Not Working,Male,Bachelor,Widowed
2010,,36,,,,2,Full-Time,Male,High School,Married
2010,34965,61,3255,Professional,64,2,Full-Time,Female,Bachelor,Married
2010,16835,38,9130,Transportation,35,1,Full-Time,Male,Less Than High School,Divorced
2010,11007.5,44,5000,Office and Administrative Support,46,2,Part-Time,Female,High School,Separated
2010,,62,2310,Professional,61,2,Housekeeper,Female,Bachelor,Married
2010,,49,4720,Sales,28,6,Full-Time,Female,Less Than High School,Separated
2010,34965,44,6420,Construction/Extraction,35,1,Full-Time,Male,High School,Divorced
2010,19425,39,7150,"Installation, Maintenance, and Repair",40,0,"Unemployed, Laid Off",Male,High School,Never Married
2010,,63,8255,Production,36,0,Retired,Male,High School,Widowed
2010,109525.15854,60,430,Business/Finance,39,2,Full-Time,Male,Graduate,Married
2010,,46,3255,Professional,64,2,Other,Female,Junior College,Divorced
2010,2331,43,4230,Service,25,3,Part-Time,Female,Junior College,Widowed
2010,11007.5,43,7360,"Installation, Maintenance, and Repair",33,3,Full-Time,Male,High School,Married
2010,4662,47,6260,Construction/Extraction,28,7,Full-Time,Male,High School,Married
2010,9712.5,40,6240,Construction/Extraction,31,1,Full-Time,Male,High School,Divorced
2010,19425,35,1540,Professional,47,1,Full-Time,Male,Junior College,Married
2010,,58,2310,Professional,61,2,Retired,Female,Bachelor,Married
2010,28490,45,2810,Professional,54,0,Full-Time,Female,Bachelor,Never Married
2010,23310,35,6200,Construction/Extraction,49,4,Part-Time,Female,High School,Married
2010,,55,9120,Transportation,35,1,Retired,Female,High School,Married
2010,,62,5700,Office and Administrative Support,47,3,Other,Female,High School,Divorced
2010,42735,55,5330,Office and Administrative Support,49,2,Full-Time,Female,High School,Married
2010,16835,36,4020,Service,33,1,Full-Time,Female,High School,Divorced
2010,9712.5,42,4110,Service,31,1,Part-Time,Female,Bachelor,Never Married
2010,1813,35,5840,Office and Administrative Support,38,3,Full-Time,Female,High School,Divorced
2010,9712.5,44,950,Business/Finance,39,2,Part-Time,Female,High School,Married
2010,,55,410,Business/Finance,41,2,Retired,Male,Less Than High School,Divorced
2010,,60,,,,8,Housekeeper,Female,Less Than High School,Separated
2010,14245,63,6050,"Farming, Fishing, and Forestry",27,6,Full-Time,Male,Less Than High School,Married
2010,5827.5,43,6050,"Farming, Fishing, and Forestry",27,1,Full-Time,Male,Less Than High School,Married
2010,19425,45,8140,Production,38,3,Full-Time,Male,High School,Married
2010,,57,6050,"Farming, Fishing, and Forestry",27,5,Other,Male,Less Than High School,Never Married
2010,34965,51,9520,Transportation,39,5,Full-Time,Male,High School,Divorced
2010,,53,3600,Service,48,2,Retired,Female,High School,Married
2010,16835,52,5860,Office and Administrative Support,32,0,Full-Time,Female,High School,Separated
2010,,52,650,Business/Finance,53,1,Full-Time,Male,High School,Married
2010,62160,49,1430,Professional,63,7,Other,Male,High School,Married
2010,5827.5,44,2540,Professional,48,4,Full-Time,Female,High School,Married
2010,7122.5,55,6260,Construction/Extraction,28,3,Part-Time,Male,Less Than High School,Never Married
2010,,35,6320,Construction/Extraction,42,0,Other,Male,Bachelor,Never Married
2010,,47,9600,Transportation,35,1,Full-Time,Male,High School,Never Married
2010,14245,49,7160,"Installation, Maintenance, and Repair",26,2,Full-Time,Male,Less Than High School,Divorced
2010,8417.5,53,4040,Service,32,1,"Unemployed, Laid Off",Female,Less Than High School,Married
2010,28490,53,4650,Service,18,1,Full-Time,Female,High School,Separated
2010,19425,57,540,Business/Finance,46,1,Part-Time,Female,Bachelor,Married
2010,,43,110,Business/Finance,60,1,Full-Time,Male,Graduate,Married
2010,16835,37,430,Business/Finance,39,0,"Unemployed, Laid Off",Male,Bachelor,Never Married
2010,14245,50,20,Business/Finance,50,2,Full-Time,Female,High School,Married
2010,,55,6515,Construction/Extraction,36,4,"Unemployed, Laid Off",Male,High School,Married
2010,16835,51,3420,Professional,55,0,Full-Time,Male,Bachelor,Married
2010,42735,44,5620,Office and Administrative Support,25,1,Full-Time,Male,High School,Married
2010,9712.5,54,6050,"Farming, Fishing, and Forestry",27,3,Full-Time,Female,High School,Widowed
2010,,50,4600,Service,35,2,Part-Time,Female,High School,Never Married
2010,14245,42,4920,Sales,49,2,Part-Time,Male,High School,Married
2010,23310,49,430,Business/Finance,39,1,Full-Time,Male,Graduate,Divorced
2010,34965,39,740,Business/Finance,33,1,Full-Time,Female,Bachelor,Divorced
2010,,60,9040,Transportation,66,2,Retired,Male,Junior College,Divorced
2010,42735,40,3710,Service,66,1,Temporarily Not Working,Female,Junior College,Married
2010,,41,910,Business/Finance,45,3,Part-Time,Female,High School,Married
2010,11007.5,63,2340,Professional,38,7,Part-Time,Female,Bachelor,Married
2010,42735,35,5240,Office and Administrative Support,31,4,Housekeeper,Female,High School,Married
2010,34965,63,5000,Office and Administrative Support,46,2,Full-Time,Female,Bachelor,Widowed
2010,5827.5,45,4800,Sales,38,0,Temporarily Not Working,Male,High School,Never Married
2010,259,49,6260,Construction/Extraction,28,3,"Unemployed, Laid Off",Male,High School,Divorced
2010,1813,46,2910,Professional,48,5,Part-Time,Female,High School,Married
2010,1036,57,5510,Office and Administrative Support,29,4,Part-Time,Male,Less Than High School,Never Married
2010,,55,9130,Transportation,35,1,"Unemployed, Laid Off",Male,High School,Divorced
2010,11007.5,38,6050,"Farming, Fishing, and Forestry",27,2,Full-Time,Female,Less Than High School,Married
2010,,64,2630,Professional,46,4,Retired,Female,Bachelor,Divorced
2010,23310,51,4600,Service,35,3,Full-Time,Female,High School,Married
2010,,38,9350,Transportation,16,3,Part-Time,Female,Less Than High School,Widowed
2010,1813,37,4220,Service,24,0,Part-Time,Female,High School,Never Married
2010,12302.5,39,1300,Professional,73,0,Full-Time,Male,High School,Never Married
2010,42735,41,3820,Service,58,3,Full-Time,Male,High School,Married
2010,14245,59,5120,Office and Administrative Support,45,2,"Unemployed, Laid Off",Female,High School,Divorced
